2.403233333333332311e+01	7.219749999999989676e+00
2.532150000000000034e+01	4.270124999999998394e+00
1.584800000000000253e+01	4.044541666666665591e+00
2.431808333333334460e+01	3.162583333333335300e+00
2.310024999999999196e+01	2.775916666666665478e+00
2.002741666666666731e+01	3.299000000000003929e+00
2.632000000000000028e+01	4.229624999999997748e+00
2.698083333333332945e+01	3.242833333333339230e+00
3.625008333333334321e+01	2.271458333333334245e+00
2.705058333333333209e+01	3.438083333333334046e+00
2.071391666666665898e+01	3.062916666666664511e+00
1.605766666666666254e+01	2.936041666666665773e+00
2.296033333333332394e+01	3.528499999999997083e+00
1.607608333333332951e+01	2.776000000000001133e+00
3.093716666666667692e+01	2.893833333333332369e+00
2.197541666666665705e+01	2.557291666666663410e+00
1.239983333333333526e+01	2.507750000000000590e+00
1.920291666666666686e+01	2.652374999999999261e+00
2.094483333333332453e+01	3.146250000000002878e+00
1.855050000000000310e+01	2.864249999999997964e+00
2.429658333333333076e+01	3.028500000000000192e+00
3.108916666666666018e+01	2.869500000000001272e+00
2.333374999999999844e+01	2.780375000000001595e+00
1.704816666666666691e+01	2.702125000000001886e+00
1.854041666666666899e+01	2.909333333333331773e+00
1.991625000000000512e+01	3.428125000000001421e+00
2.414700000000000557e+01	3.182416666666667115e+00
1.446983333333333022e+01	2.838375000000002313e+00
2.913549999999999685e+01	4.158625000000003347e+00
2.869099999999999540e+01	5.521041666666661740e+00
3.048766666666667646e+01	3.413666666666667293e+00
3.162966666666667592e+01	4.351499999999999702e+00
7.475374999999998238e+01	3.553875000000000561e+00
2.905083333333334039e+01	4.098250000000002835e+00
4.384600000000001785e+01	2.991416666666666391e+00
3.192699999999998184e+01	3.412125000000000963e+00
3.647233333333331728e+01	7.252041666666667830e+00
3.876166666666665606e+01	2.646708333333334995e+00
3.837225000000001529e+01	4.122375000000003453e+00
3.099041666666665762e+01	4.073333333333333250e+00
3.808216666666665873e+01	4.037875000000001435e+00
4.436583333333331325e+01	2.971583333333332799e+00
5.737966666666665816e+01	8.451874999999995808e+00
5.091133333333331024e+01	4.993874999999999176e+00
4.359375000000000711e+01	2.872125000000001371e+00
4.337208333333333599e+01	5.071333333333331694e+00
4.233508333333334406e+01	3.500333333333332408e+00
4.775966666666666072e+01	7.428374999999999062e+00
5.222058333333333024e+01	4.841125000000002565e+00
5.951733333333332610e+01	6.978208333333330238e+00
3.991524999999999324e+01	4.109083333333332533e+00
3.369383333333333752e+01	7.738624999999998977e+00
3.876608333333333434e+01	5.760000000000000675e+00
4.321999999999999886e+01	4.968583333333325136e+00
4.908158333333333445e+01	1.198033333333333061e+01
5.335274999999999324e+01	6.585333333333333705e+00
4.515783333333335037e+01	1.572645833333333165e+01
4.569541666666668078e+01	1.037479166666667396e+01
6.203841666666668431e+01	1.831899999999999906e+01
7.127433333333334531e+01	3.709979166666666828e+01
7.134975000000001444e+01	1.088362500000000033e+01
6.001008333333334832e+01	1.096074999999999910e+01
5.699633333333331819e+01	9.565375000000001293e+00
5.191516666666666424e+01	1.698649999999999949e+01
5.036600000000000676e+01	1.325933333333333586e+01
4.726908333333333445e+01	1.460991666666666866e+01
3.967500000000000426e+01	1.533629166666666599e+01
5.153508333333329006e+01	1.318454166666665905e+01
8.006833333333334224e+01	2.352020833333332206e+01
4.003591666666665816e+01	1.106966666666667365e+01
5.576133333333331876e+01	1.256916666666666060e+01
3.877633333333335486e+01	1.209845833333333864e+01
4.359141666666668868e+01	1.411474999999999724e+01
5.128733333333330791e+01	2.553870833333333223e+01
6.364049999999999585e+01	2.879725000000000179e+01
5.199566666666664361e+01	2.056750000000000966e+01
5.487208333333332888e+01	2.283499999999999375e+01
5.947908333333335662e+01	1.083333333333332682e+01
5.326391666666663838e+01	1.261208333333334153e+01
7.300441666666668539e+01	1.844304166666666234e+01
5.055749999999998323e+01	1.689499999999999957e+01
5.097141666666666993e+01	2.159587499999999238e+01
4.387658333333330773e+01	1.888091666666667479e+01
5.268600000000000705e+01	1.723566666666666336e+01
4.491549999999999443e+01	1.823495833333333493e+01
4.777908333333331825e+01	1.339941666666666720e+01
5.811841666666667550e+01	1.315054166666666369e+01
6.487066666666665071e+01	2.255441666666666833e+01
5.032533333333334014e+01	1.381429166666666930e+01
6.139133333333333553e+01	1.362091666666667678e+01
8.920216666666661354e+01	2.235104166666667425e+01
4.855983333333333718e+01	1.199137500000000500e+01
5.136050000000001603e+01	1.228745833333332627e+01
3.973058333333332115e+01	7.819291666666669194e+00
6.250883333333334946e+01	8.854583333333325257e+00
5.484316666666664020e+01	1.419475000000000442e+01
7.880041666666664923e+01	1.649229166666665591e+01
5.440866666666668294e+01	1.310462500000000041e+01
4.099941666666666862e+01	8.527916666666666146e+00
6.620966666666667777e+01	8.874958333333335503e+00
5.695074999999998511e+01	7.263249999999994877e+00
3.898683333333331547e+01	4.421000000000002927e+00
4.581250000000000711e+01	7.746750000000004022e+00
5.449633333333331109e+01	5.249000000000004995e+00
5.527925000000000466e+01	1.050412499999999838e+01
5.546983333333334087e+01	5.352541666666666309e+00
4.518266666666667675e+01	1.003366666666666340e+01
6.642091666666667038e+01	7.778374999999996930e+00
6.684750000000001080e+01	1.570620833333333799e+01
5.598850000000001614e+01	1.350066666666666038e+01
6.679308333333331404e+01	1.438141666666667362e+01
6.039350000000001017e+01	1.307720833333332777e+01
6.466941666666667743e+01	6.460208333333336661e+00
5.483541666666666003e+01	8.004416666666664071e+00
5.572599999999998488e+01	6.382916666666658578e+00
5.086924999999998676e+01	6.874499999999994060e+00
4.655116666666667413e+01	1.082879166666666571e+01
5.226358333333334372e+01	7.889458333333327467e+00
3.673641666666666339e+01	7.888333333333332753e+00
5.149666666666665549e+01	1.438754166666666201e+01
3.702049999999998420e+01	0.000000000000000000e+00
4.421608333333333007e+01	7.748958333333328952e+00
0.000000000000000000e+00	0.000000000000000000e+00
4.333833333333332405e+01	6.464624999999996291e+00
3.872408333333333275e+01	5.423875000000004221e+00
2.330891666666666850e+01	9.369166666666664867e+00
3.952800000000001290e+01	8.346083333333332632e+00
4.757825000000002547e+01	1.130000000000000071e+01
4.055000000000000426e+01	4.613083333333333869e+00
5.217299999999999471e+01	6.986416666666658948e+00
4.587274999999998215e+01	6.014708333333331325e+00
5.337916666666668419e+01	9.592291666666669769e+00
4.145725000000001614e+01	4.527375000000000149e+00
4.428758333333333042e+01	7.961708333333340271e+00
4.157541666666671176e+01	4.919666666666667965e+00
4.798283333333333900e+01	6.701666666666662664e+00
5.102941666666666976e+01	7.514666666666666828e+00
4.359525000000003558e+01	5.593999999999995865e+00
4.656749999999996703e+01	9.584958333333331026e+00
3.488058333333334105e+01	7.346374999999988553e+00
4.143391666666668272e+01	1.005425000000000146e+01
3.477924999999999756e+01	5.825416666666674459e+00
2.940708333333333258e+01	4.770500000000000185e+00
3.134691666666666165e+01	1.249016666666667064e+01
3.105158333333332976e+01	7.785750000000004611e+00
3.588008333333333155e+01	5.767916666666666359e+00
4.111025000000000063e+01	4.997208333333333030e+00
