5.032604166666667211e+00,3.905122807017545661e+00
5.690916666666668178e+00,4.168854166666665861e+00
7.395479166666666160e+00,5.331005952380950319e+00
8.685437500000000810e+00,4.808145833333330899e+00
6.249895833333329875e+00,3.482104166666665890e+00
6.739374999999997229e+00,4.187616452991450799e+00
6.433937499999998977e+00,4.627354166666665769e+00
4.826854166666668000e+00,3.330187499999998302e+00
4.706270833333332071e+00,3.782354166666666906e+00
5.418791666666663787e+00,3.912666666666669180e+00
7.123541666666667993e+00,4.971958333333335034e+00
5.998270833333334551e+00,3.624062499999995524e+00
7.209645833333331311e+00,3.126729166666665449e+00
5.854458333333338871e+00,3.152875000000006089e+00
4.882708333333332540e+00,3.997208333333334362e+00
5.720333333333330827e+00,3.856937500000001684e+00
5.158562500000000384e+00,4.215062499999999268e+00
4.975124999999999353e+00,4.005604166666666188e+00
5.655020833333331609e+00,3.353958333333331154e+00
6.364562500000000789e+00,3.822916666666664298e+00
5.904541666666668576e+00,3.359666666666667467e+00
7.268812500000002785e+00,3.579104166666664977e+00
6.962520833333337933e+00,3.197333333333329364e+00
6.444874999999997023e+00,3.604291666666668004e+00
6.517104166666673137e+00,3.006562499999999361e+00
6.552916666666664725e+00,3.657500000000003304e+00
5.539354166666667467e+00,3.190104166666663410e+00
6.647750000000002046e+00,3.448520833333333258e+00
4.860916666666668107e+00,3.398937499999999279e+00
4.301229166666669101e+00,4.227312499999999140e+00
5.610583333333330813e+00,3.296354166666665364e+00
6.412770833333333087e+00,3.525541666666665463e+00
1.190866068139962763e+01,3.488770833333330934e+00
1.717258333333333198e+01,3.827145833333331026e+00
9.957916666666662309e+00,3.876479166666666032e+00
1.692658333333333331e+01,4.187958333333336114e+00
6.905395833333332511e+00,3.664270833333335364e+00
7.238583333333336256e+00,2.631687500000002622e+00
1.096874999999999822e+01,3.523583333333335510e+00
9.401479166666661058e+00,3.007604166666665080e+00
8.931520833333339127e+00,3.322854166666666664e+00
1.021445833333333475e+01,3.216104166666666764e+00
1.955683333333334062e+01,2.903895833333335119e+00
1.682531249999999901e+01,3.470833333333334103e+00
1.617606250000000045e+01,2.681854166666665318e+00
1.310416666666666785e+01,4.091250000000000497e+00
2.103114583333331922e+01,2.965708333333332725e+00
1.561237499999999834e+01,3.116354166666662096e+00
1.951104166666667084e+01,3.125937499999998259e+00
1.141541666666667254e+01,2.892833333333332924e+00
1.459681250000000219e+01,2.828187500000001187e+00
1.406774999999999309e+01,2.739124999999999588e+00
1.692464583333333294e+01,2.786541666666667361e+00
1.257627083333333928e+01,3.498416666666667840e+00
1.529031250000000064e+01,3.888479166666666487e+00
1.372656250000000355e+01,3.573562499999999975e+00
1.302662500000000279e+01,2.548687500000001549e+00
1.403697916666666501e+01,3.042374999999998941e+00
1.220583333333333087e+01,2.903791666666665883e+00
2.884677083333333414e+01,4.195937499999996767e+00
1.457543749999999960e+01,3.711854166666668675e+00
1.658602083333332544e+01,3.535604166666666437e+00
1.123995833333333572e+01,3.707958333333334355e+00
1.083597916666666450e+01,3.030583333333332519e+00
1.225491666666666823e+01,2.937416666666665677e+00
1.090956249999999628e+01,3.028854166666665737e+00
1.081339583333333998e+01,2.901041666666667851e+00
9.094916666666662763e+00,2.727395833333333464e+00
1.072979166666666373e+01,3.031895833333333901e+00
9.982874999999994614e+00,3.036687500000001094e+00
1.279031250000000242e+01,2.685083333333330380e+00
1.332552083333332860e+01,2.691999999999998838e+00
1.821927083333332931e+01,2.592854166666665350e+00
1.937560416666665830e+01,2.934312499999999435e+00
1.798327083333332865e+01,2.723729166666667645e+00
1.570208333333333783e+01,2.495249999999999524e+00
1.784045833333333775e+01,3.086104166666665982e+00
2.455970833333334014e+01,2.847458333333330316e+00
1.810066666666666890e+01,2.418916666666666160e+00
1.240495833333332776e+01,3.096041666666666803e+00
1.808270833333332206e+01,2.517708333333331439e+00
1.436579166666667007e+01,2.518916666666666249e+00
1.523025000000000340e+01,3.086166666666661840e+00
3.117287499999998701e+01,2.985041666666668370e+00
1.913133333333334818e+01,3.095541666666667080e+00
1.723820833333333269e+01,3.472458333333332980e+00
1.140170833333332823e+01,3.443750000000000089e+00
1.129904166666667464e+01,3.322250000000001702e+00
1.571441666666665427e+01,4.475875000000000270e+00
1.973870833333334218e+01,4.330416666666664582e+00
3.688420833333331217e+01,4.965541666666661413e+00
2.505250000000000199e+01,5.302000000000004931e+00
2.641354166666666003e+01,2.790833333333333499e+00
1.537495833333333195e+01,3.627124999999995492e+00
1.736829166666666779e+01,7.505208333333331261e+00
2.995687500000001791e+01,1.146649999999999814e+01
2.372908333333334241e+01,5.346083333333334409e+00
2.334216666666666384e+01,2.776458333333332806e+00
1.653654166666667180e+01,3.332916666666668082e+00
1.632024999999999793e+01,2.835958333333333581e+00
2.306399999999999650e+01,4.415125000000003297e+00
2.014150000000000773e+01,3.911958333333335869e+00
3.076458333333333428e+01,3.493000000000001659e+00
3.293412500000003007e+01,3.174583333333337531e+00
2.022312499999999957e+01,4.467166666666661179e+00
1.917904166666667365e+01,2.986124999999998586e+00
1.742387500000000600e+01,3.712541666666663964e+00
1.753183333333333493e+01,3.544041666666666313e+00
2.018904166666667521e+01,3.875416666666668508e+00
1.899199999999999378e+01,4.270750000000000490e+00
1.760345833333332877e+01,3.779166666666666785e+00
1.620887499999999548e+01,3.147125000000000838e+00
2.317554166666667470e+01,4.038874999999999993e+00
2.196104166666668078e+01,4.680958333333334664e+00
2.425250000000001549e+01,4.083541666666667069e+00
3.003716666666667834e+01,3.500374999999997350e+00
1.929604166666667453e+01,4.011333333333335638e+00
1.700858333333333405e+01,5.231750000000002565e+00
1.981866666666665822e+01,4.389833333333333698e+00
2.422954166666668741e+01,4.467958333333331922e+00
2.374416666666666487e+01,3.275416666666665311e+00
2.206991666666667484e+01,1.135083333333333755e+01
2.099245833333333522e+01,3.677208333333331858e+00
3.305512500000001097e+01,6.550250000000009898e+00
2.301345833333335023e+01,5.821374999999997080e+00
1.933104166666665691e+01,5.062833333333334629e+00
2.444337499999998542e+01,5.031958333333332867e+00
2.024366666666666958e+01,3.407416666666668537e+00
1.716020833333333684e+01,3.964833333333326770e+00
1.809716666666666995e+01,4.060958333333334558e+00
1.362495833333333728e+01,3.869749999999998913e+00
1.434479166666666927e+01,3.642624999999999336e+00
1.439220833333333083e+01,3.687249999999998362e+00
1.208750000000000568e+01,4.076374999999997861e+00
1.699783333333333601e+01,4.613125000000005471e+00
1.658300000000000551e+01,5.612708333333326749e+00
1.751258333333332828e+01,5.627166666666656880e+00
1.830274999999999608e+01,4.985375000000003887e+00
1.563058333333332328e+01,5.905458333333322152e+00
2.588650000000000517e+01,4.539583333333334636e+00
1.123983333333333512e+01,3.503333333333329858e+00
1.002195833333333574e+01,4.702708333333331936e+00
1.501675000000000004e+01,5.385791666666666089e+00
1.237637499999999235e+01,5.001333333333328746e+00
1.494266666666667831e+01,5.689041666666671659e+00
1.596549999999999336e+01,4.724708333333333954e+00
1.177762500000000045e+01,4.504958333333335396e+00
1.739625000000001620e+01,6.885583333333334721e+00
2.496604166666667979e+01,6.490666666666665030e+00
1.706104166666666089e+01,3.990916666666668444e+00
1.356154166666667038e+01,6.506458333333333677e+00
1.179191666666665483e+01,5.178541666666674814e+00
1.419989556962024935e+01,3.765124999999998945e+00
1.663824798387096848e+01,5.019124999999998060e+00
1.855888914373088738e+01,4.722187500000002203e+00
1.255754166666666549e+01,6.495041666666665492e+00
1.591860037878788603e+01,4.263791666666666202e+00
1.629699806201550416e+01,5.242708333333334636e+00
1.638770132660687651e+01,4.970041666666661584e+00
1.091520185406698928e+01,4.830562500000002757e+00
1.591854166666666615e+01,3.956416666666664028e+00
1.213621001494768059e+01,4.875395833333332263e+00
1.439614583333333719e+01,3.824020833333334313e+00
1.351261350896861302e+01,5.775416666666663090e+00
1.375574792609351249e+01,4.550000000000000711e+00
1.682837218468467810e+01,5.958833333333335425e+00
1.431319026548672824e+01,5.713291666666677315e+00
1.528694047619048035e+01,4.864750000000000796e+00
1.253118888888889870e+01,5.950312499999998117e+00
1.267463555312955137e+01,5.839458333333329421e+00
1.032500215517240960e+01,5.030937500000003837e+00
1.768687500000000767e+01,6.588124999999998010e+00
1.813725000000000165e+01,4.257479166666667147e+00
1.688535416666666578e+01,6.002624999999999211e+00
1.732543749999999960e+01,3.551687499999998554e+00
1.534995833333332982e+01,5.258958333333335844e+00
1.872791666666666544e+01,3.735666666666666025e+00
1.625950000000000273e+01,5.920374999999996390e+00
1.896672916666666708e+01,5.425812500000004590e+00
1.435143749999999940e+01,7.376625000000004206e+00
1.745100000000000051e+01,3.869041666666666046e+00
1.971770833333333428e+01,4.273937500000005052e+00
1.405741666666665779e+01,7.776354166666663126e+00
2.605750000000000810e+01,5.248249999999996085e+00
1.954172916666666993e+01,4.411145833333334210e+00
1.549356250000000301e+01,4.579770833333326685e+00
2.152610416666666637e+01,5.897729166666670686e+00
1.438137500000000024e+01,5.917833333333334167e+00
1.474658333333333715e+01,4.416500000000002757e+00
1.183614583333333670e+01,7.398300320868814062e+00
1.369204166666666822e+01,3.693041666666666334e+00
1.999939583333332749e+01,6.354958333333334153e+00
1.384304166666667513e+01,5.785750000000005500e+00
1.858495833333333636e+01,5.041645833333322280e+00
1.769429166666666831e+01,5.368374999999995900e+00
1.807614583333334224e+01,7.514791666666670977e+00
3.139979166666665122e+01,5.733937499999999687e+00
1.598295833333332894e+01,5.344437499999999730e+00
1.836783333333332990e+01,3.879145833333333293e+00
1.159493749999999146e+01,5.229645833333332661e+00
2.038464583333334090e+01,3.869000000000000661e+00
1.461645833333332867e+01,5.870583333333328824e+00
1.845995833333333280e+01,5.337666666666660120e+00
1.422841666666665716e+01,5.916208333333333513e+00
1.603510416666667027e+01,5.236291666666664568e+00
2.689385416666666373e+01,1.044254166666666350e+01
1.485785416666666237e+01,5.930208333333331083e+00
1.885139583333332780e+01,4.818583333333334551e+00
1.838674999999999926e+01,5.870875000000001620e+00
2.317014583333333633e+01,5.141856890161724536e+00
1.690506250000000676e+01,6.280562500000002046e+00
1.499583333333333712e+01,4.655604166666664767e+00
1.341331249999999642e+01,4.783520833333334110e+00
1.114035416666667544e+01,3.959666666666667112e+00
1.454004166666666364e+01,3.422729166666665712e+00
2.690102083333334804e+01,1.293833333333333258e+01
1.962300000000000466e+01,4.457187499999996305e+00
1.352587499999999920e+01,4.230145833333332384e+00
1.432352083333333326e+01,2.954895833333333499e+00
1.567812499999999432e+01,5.125457985278305983e+00
1.867254166666665327e+01,4.192312499999999886e+00
1.258054166666666873e+01,5.135333333333333528e+00
1.965570833333333667e+01,3.797749999999999293e+00
1.450866666666666305e+01,3.127687499999997733e+00
1.414899999999999203e+01,4.573854166666668775e+00
1.914881249999999824e+01,6.019520833333329435e+00
1.354391666666667149e+01,4.590395833333328568e+00
1.983020833333334920e+01,4.005395833333334821e+00
2.200293749999999093e+01,3.665124999999998856e+00
1.758654166666666185e+01,6.783925341989332836e+00
2.187308333333333366e+01,4.085791666666667155e+00
9.724604166666672711e+00,4.781291666666668050e+00
1.449404166666665361e+01,3.448458333333335624e+00
1.349766666666666204e+01,4.369687500000003055e+00
2.325139583333333348e+01,5.455812499999998622e+00
1.644875000000000043e+01,3.509583333333335275e+00
1.769564583333333729e+01,4.470166666666664845e+00
1.876525000000000176e+01,4.235791666666669286e+00
1.404239583333333030e+01,5.128416666666664625e+00
1.946931250000000801e+01,5.059240671641788367e+00
1.617408333333333559e+01,3.940520833333333250e+00
1.080489583333333492e+01,2.948291666666661648e+00
8.518812500000008114e+00,3.393458333333335020e+00
1.565793749999999918e+01,3.351812500000000750e+00
3.116047916666668272e+01,4.435124999999997542e+00
1.243168749999999889e+01,3.446166666666669265e+00
1.729227083333332970e+01,3.915645833333332604e+00
1.985104166666667069e+01,3.890416666666669965e+00
1.730993749999999665e+01,3.297250000000000902e+00
2.593589583333334048e+01,3.413708333333334455e+00
2.675597916666666620e+01,3.992375000000000895e+00
